ENSGACT00000021442.1	selenot2
ENSGACT00000019629.1	dnajb6a
ENSGACT00000019641.1	olfml2bb
ENSGACT00000019645.1	dusp12
ENSGACT00000019647.1	dusp12
ENSGACT00000019650.1	dusp12
ENSGACT00000019654.1	prg4a
ENSGACT00000019673.1	odr4
ENSGACT00000019693.1	dpydb
ENSGACT00000019707.1	chd7
ENSGACT00000019713.1	rab2a
ENSGACT00000019722.1	ca8
ENSGACT00000019724.1	cryz
ENSGACT00000019731.1	dars2
ENSGACT00000019734.1	dars2
ENSGACT00000019745.1	impad1
ENSGACT00000019747.1	impad1
ENSGACT00000019750.1	impad1
ENSGACT00000019752.1	ankrd45
ENSGACT00000019755.1	trnau1apb
ENSGACT00000019756.1	fitm1
ENSGACT00000019768.1	myh7l
ENSGACT00000019772.1	myh7l
ENSGACT00000019781.1	myh7
ENSGACT00000028929.1	MIR208A
ENSGACT00000019810.1	klhl20
ENSGACT00000019812.1	klhl20
ENSGACT00000019815.1	klhl20
ENSGACT00000028737.1	RF00026
ENSGACT00000027854.1	RF00026
ENSGACT00000028670.1	RF00026
ENSGACT00000027889.1	RF00026
ENSGACT00000027891.1	RF00026
ENSGACT00000028635.1	RF00026
ENSGACT00000028896.1	RF00026
ENSGACT00000028728.1	RF00026
ENSGACT00000028764.1	RF00026
ENSGACT00000027820.1	RF00026
ENSGACT00000027982.1	RF00026
ENSGACT00000028824.1	RF00026
ENSGACT00000027780.1	RF00026
ENSGACT00000028495.1	RF00026
ENSGACT00000028336.1	RF00026
ENSGACT00000028749.1	RF00026
ENSGACT00000028418.1	RF00026
ENSGACT00000027873.1	RF00026
ENSGACT00000028555.1	RF00026
ENSGACT00000028536.1	RF00026
ENSGACT00000028813.1	RF00026
ENSGACT00000028800.1	RF00026
ENSGACT00000028404.1	RF00026
ENSGACT00000028600.1	RF00026
ENSGACT00000027880.1	RF00026
ENSGACT00000019834.1	mbnl1
ENSGACT00000019836.1	mbnl1
ENSGACT00000019840.1	rap2b
ENSGACT00000019848.1	recql4
ENSGACT00000019869.1	kcnab1b
ENSGACT00000019875.1	pask
ENSGACT00000019877.1	si:dkeyp-94h10.5
ENSGACT00000019886.1	klhl24a
ENSGACT00000019899.1	yeats2
ENSGACT00000019904.1	yeats2
ENSGACT00000019906.1	map6d1
ENSGACT00000019907.1	ece2a
ENSGACT00000019909.1	camk2n1a
ENSGACT00000019916.1	mul1a
ENSGACT00000019919.1	alg3
ENSGACT00000019921.1	alg3
ENSGACT00000019927.1	vwa5b2
ENSGACT00000019930.1	prss56
ENSGACT00000019936.1	chrng
ENSGACT00000019950.1	eif4e2rs1
ENSGACT00000019955.1	eif4e2rs1
ENSGACT00000019962.1	capn10
ENSGACT00000028046.1	MIR181B1
ENSGACT00000019974.1	CAMSAP2 (1 of many)
ENSGACT00000019986.1	CAMSAP2 (1 of many)
ENSGACT00000019989.1	CAMSAP2 (1 of many)
ENSGACT00000019997.2	WDR47
ENSGACT00000020016.1	fndc7a
ENSGACT00000020024.1	prpf38b
ENSGACT00000020025.1	prpf38b
ENSGACT00000020029.1	fam102ba
ENSGACT00000020032.1	fam102ba
ENSGACT00000020034.1	fam102ba
ENSGACT00000020037.1	fam102ba
ENSGACT00000020042.1	PRKAB2
ENSGACT00000020059.1	zgc:85843
ENSGACT00000020060.1	zgc:85843
ENSGACT00000020071.1	SLC25A42 (1 of many)
ENSGACT00000020080.1	ARMC6
ENSGACT00000020088.1	NDUFA13
ENSGACT00000020093.1	cirbpa
ENSGACT00000020110.1	stk11
ENSGACT00000020111.1	SUGP1
ENSGACT00000020113.1	SUGP1
ENSGACT00000020121.1	rnf126
ENSGACT00000020128.1	zmp:0000000521
ENSGACT00000020139.1	FZR1
ENSGACT00000020151.1	plekhj1
ENSGACT00000020155.1	plekhj1
ENSGACT00000020165.1	sf3a2
ENSGACT00000020167.1	si:dkeyp-68b7.10
ENSGACT00000020176.1	onecut3b
ENSGACT00000020188.1	map2k2b
ENSGACT00000020210.1	mbd3a
ENSGACT00000020213.1	MEX3D
ENSGACT00000020218.1	UNC13A
ENSGACT00000020223.1	btbd2b
ENSGACT00000020231.1	eef2b
ENSGACT00000020232.1	eef2b
ENSGACT00000020235.1	sirt6
ENSGACT00000020243.1	cdc34b
ENSGACT00000020244.1	cdc34b
ENSGACT00000020246.1	cdc34b
ENSGACT00000020247.1	cdc34b
ENSGACT00000020250.2	cactin
ENSGACT00000020251.1	cactin
ENSGACT00000020255.1	sema4e
ENSGACT00000020260.1	sema4e
ENSGACT00000020263.1	stap2a
ENSGACT00000020270.1	sh3gl1a
ENSGACT00000020274.1	rorcb
ENSGACT00000020281.1	sema6ba
ENSGACT00000020291.1	ptprsa
ENSGACT00000020297.1	ptprsa
ENSGACT00000020304.1	ptprsa
ENSGACT00000020307.1	FEM1A
ENSGACT00000020311.1	gpx4b
ENSGACT00000020313.1	gpx4b
ENSGACT00000020333.1	epha4b
ENSGACT00000020338.1	epha4b
ENSGACT00000020350.1	dnah9l
ENSGACT00000020362.1	zgc:171558
ENSGACT00000020372.1	itga6b
ENSGACT00000020377.1	itga6b
ENSGACT00000020378.1	metap1d
ENSGACT00000020386.1	SLC25A12 (1 of many)
ENSGACT00000020389.1	SLC25A12 (1 of many)
ENSGACT00000020398.1	DYNC1I2 (1 of many)
ENSGACT00000020403.1	and3
ENSGACT00000020406.1	pcyt1aa
ENSGACT00000020415.1	ap2m1a
ENSGACT00000020416.1	ap2m1a
ENSGACT00000020420.1	dvl3a
ENSGACT00000020425.1	copb2
ENSGACT00000020427.1	si:ch73-170l17.1
ENSGACT00000020431.1	si:ch73-170l17.1
ENSGACT00000020434.1	si:ch73-170l17.1
ENSGACT00000020438.1	si:ch73-170l17.1
ENSGACT00000020442.1	si:ch73-170l17.1
ENSGACT00000020444.1	si:ch73-170l17.1
ENSGACT00000020445.1	si:ch73-170l17.1
ENSGACT00000020449.1	clstn2
ENSGACT00000020451.1	spsb4a
ENSGACT00000020455.1	slc25a36a
ENSGACT00000020470.1	rab11bb
ENSGACT00000020487.1	cers4b
ENSGACT00000020495.1	upf1
ENSGACT00000020498.1	pgpep1
ENSGACT00000020500.1	jund
ENSGACT00000020502.1	RAB3A
ENSGACT00000020506.1	pde4ca
ENSGACT00000020507.1	ifi30
ENSGACT00000020512.1	pik3r2
ENSGACT00000020528.1	crtc1a
ENSGACT00000020550.1	rps15
ENSGACT00000020551.1	rps15
ENSGACT00000020560.1	dpp9
ENSGACT00000020564.1	angptl4
ENSGACT00000020569.1	angptl4
ENSGACT00000020572.1	rps28
ENSGACT00000020574.1	rps28
ENSGACT00000020579.1	si:rp71-39b20.4
ENSGACT00000020582.1	si:rp71-39b20.4
ENSGACT00000020586.1	kcnn1a
ENSGACT00000020588.1	si:dkey-208k22.6
ENSGACT00000020590.1	zgc:154006
ENSGACT00000020592.1	zgc:154006
ENSGACT00000020596.1	nr2f6a
ENSGACT00000020598.1	plvapa
ENSGACT00000020602.1	ano8a
ENSGACT00000020604.1	dda1
ENSGACT00000020605.1	abhd8a
ENSGACT00000020613.1	kdm4ab
ENSGACT00000020619.1	st3gal3b
ENSGACT00000020621.1	st3gal3b
ENSGACT00000020622.1	ptger4c
ENSGACT00000020626.1	pif1
ENSGACT00000020633.1	nsun4
ENSGACT00000020635.1	nsun4
ENSGACT00000020638.1	dmbx1a
ENSGACT00000020643.1	gadd45aa
ENSGACT00000020649.1	si:dkey-44g17.6
ENSGACT00000020652.1	wls
ENSGACT00000020653.1	wls
ENSGACT00000020673.1	scinlb
ENSGACT00000020690.1	scinlb
ENSGACT00000020695.1	scinlb
ENSGACT00000020699.1	scinlb
ENSGACT00000020702.1	scinlb
ENSGACT00000020704.2	ccdc18
ENSGACT00000020709.1	mtf2
ENSGACT00000020713.1	fam69aa
ENSGACT00000020716.1	RPL5 (1 of many)
ENSGACT00000020718.1	RPL5 (1 of many)
ENSGACT00000029432.1	RF00068
ENSGACT00000029472.1	RF00068
ENSGACT00000029429.1	RF00068
ENSGACT00000020724.1	gfi1aa
ENSGACT00000020725.1	gfi1aa
ENSGACT00000020726.1	rpap2
ENSGACT00000020731.1	rpap2
ENSGACT00000020734.1	glmna
ENSGACT00000020735.1	glmna
ENSGACT00000020737.1	cdc7
ENSGACT00000020741.2	hfm1
ENSGACT00000020744.1	znf644a
ENSGACT00000020751.1	LRRC8D (1 of many)
ENSGACT00000020759.1	gtf2b
ENSGACT00000020767.1	pkn2
ENSGACT00000020771.1	pkn2
ENSGACT00000020778.1	hs2st1a
ENSGACT00000020779.1	selenof
ENSGACT00000020780.1	cldn18
ENSGACT00000020782.1	sept2
ENSGACT00000020783.1	sept2
ENSGACT00000020784.1	sept2
ENSGACT00000020801.1	stk25b
ENSGACT00000020811.1	zgc:110269
ENSGACT00000020816.1	zgc:110269
ENSGACT00000020818.1	zgc:110269
ENSGACT00000020820.1	agfg1b
ENSGACT00000020822.1	fbxo36b
ENSGACT00000020825.1	grk7a
ENSGACT00000020836.1	atp1b3a
ENSGACT00000020839.1	gk5
ENSGACT00000021120.1	cldn1
ENSGACT00000021126.1	cldn1
ENSGACT00000021130.1	bcl6ab
ENSGACT00000021138.1	cmpk
ENSGACT00000021141.1	cmpk
ENSGACT00000021143.1	fam78ba
ENSGACT00000021151.1	imp3
ENSGACT00000021156.1	sec22ba
ENSGACT00000021162.1	zgc:153115
ENSGACT00000021190.1	ripk2
ENSGACT00000021192.1	ripk2
ENSGACT00000021219.1	dcun1d1
ENSGACT00000021220.1	setd9
ENSGACT00000021233.1	eif4a2
ENSGACT00000029582.1	RF01299
ENSGACT00000029583.1	RF01299
ENSGACT00000029570.1	RF01241
ENSGACT00000021234.1	b3gnt5b
ENSGACT00000021237.1	tbl1xr1b
ENSGACT00000021241.1	kcnmb2
ENSGACT00000021247.1	PIK3CA
ENSGACT00000021251.1	si:ch211-38m6.7
ENSGACT00000021253.1	ephb3a
ENSGACT00000021261.1	zgc:66475
ENSGACT00000021263.1	zgc:66475
ENSGACT00000021273.1	ahsg2
ENSGACT00000021274.1	ahsg2
ENSGACT00000021276.1	ahsg2
ENSGACT00000021282.1	zbtb41
ENSGACT00000021293.1	cdc73
ENSGACT00000021299.1	CDC73 (1 of many)
ENSGACT00000021303.1	rgs13
ENSGACT00000021306.1	rgs13
ENSGACT00000021307.1	rgs1
ENSGACT00000021309.1	rgs18
ENSGACT00000021312.1	brinp3b
ENSGACT00000021317.1	rgs5b
ENSGACT00000021320.1	nos1apb
ENSGACT00000021324.1	ddr2b
ENSGACT00000021336.1	hsd17b7
ENSGACT00000021338.1	hsd17b7
ENSGACT00000021340.1	hsd17b7
ENSGACT00000021341.1	hsd17b7
ENSGACT00000021343.1	serbp1b
ENSGACT00000021348.1	slc35d1b
ENSGACT00000021349.1	slc35d1b
ENSGACT00000021352.2	mier1b
ENSGACT00000021354.1	TCTEX1D1
ENSGACT00000021358.1	sgip1b
ENSGACT00000021364.1	IPP
ENSGACT00000021367.1	gpbp1l1
ENSGACT00000021370.1	gpbp1l1
ENSGACT00000021375.1	NASP
ENSGACT00000021378.1	NASP
ENSGACT00000021380.1	prdx1
ENSGACT00000021383.1	prdx1
ENSGACT00000021386.1	zte38
ENSGACT00000021392.1	aldh9a1b
ENSGACT00000021399.1	aldh9a1b
ENSGACT00000021400.1	uck2b
ENSGACT00000021413.1	scp2a
ENSGACT00000021418.1	slc1a7a
ENSGACT00000021419.1	SHISAL2A
ENSGACT00000021420.1	tmem125b
ENSGACT00000021425.1	LRP8
ENSGACT00000021433.1	ANGPTL3 (1 of many)
ENSGACT00000021435.1	ANGPTL3 (1 of many)
ENSGACT00000021458.1	LEPROT
ENSGACT00000021460.1	pde4bb
ENSGACT00000021465.1	fzr1b
ENSGACT00000021474.1	si:ch73-182a11.2
ENSGACT00000021476.1	si:ch73-344o19.1
ENSGACT00000021480.1	mgst3a
ENSGACT00000021484.1	mgst3a
ENSGACT00000021493.1	si:ch1073-82l19.1
ENSGACT00000021505.1	TADA1
ENSGACT00000021507.1	TADA1
ENSGACT00000021513.1	fggy
ENSGACT00000021516.1	fggy
ENSGACT00000021520.1	fggy
ENSGACT00000021524.1	fggy
ENSGACT00000021528.1	PRDX6
ENSGACT00000021533.1	MYOC
ENSGACT00000021553.1	DNM3
ENSGACT00000021557.1	DNM3
ENSGACT00000021560.1	DNM3
ENSGACT00000021562.1	DNM3
ENSGACT00000029031.1	MIR214
ENSGACT00000028100.1	MIR199A2
ENSGACT00000021568.1	SUCO
ENSGACT00000021569.1	SUCO
ENSGACT00000021582.1	dab1b
ENSGACT00000021594.1	c8b
ENSGACT00000021601.1	c8b
ENSGACT00000021604.1	c8b
ENSGACT00000021611.1	C8A
ENSGACT00000021612.1	C8A
ENSGACT00000021624.1	tmem8a
ENSGACT00000021631.1	rgs11
ENSGACT00000021635.1	rgs11
ENSGACT00000021643.2	rgs11
ENSGACT00000021650.1	rgs11
ENSGACT00000021654.1	zgc:56409
ENSGACT00000021670.1	tfr1a
ENSGACT00000021678.1	tnk2b
ENSGACT00000021687.1	rab18b
ENSGACT00000021694.1	yme1l1b
ENSGACT00000021701.1	acbd5b
ENSGACT00000021708.1	abi1b
ENSGACT00000021709.1	abi1b
ENSGACT00000021731.1	anxa13l
ENSGACT00000021743.1	dis3l2
ENSGACT00000021770.1	dusp22b
ENSGACT00000021771.1	dusp22b
ENSGACT00000021776.1	irf4a
ENSGACT00000021778.1	foxf2a
ENSGACT00000021779.1	foxc1a
ENSGACT00000021782.1	mylk4a
ENSGACT00000021807.1	hectd3
ENSGACT00000021819.1	rps8a
ENSGACT00000029516.1	RF00218
ENSGACT00000029178.1	RF00212
ENSGACT00000029662.1	RF00476
ENSGACT00000029674.1	RF00218
ENSGACT00000029117.1	RF00476
ENSGACT00000029172.1	RF00476
ENSGACT00000029230.1	RF00476
ENSGACT00000021835.1	acadm
ENSGACT00000021845.1	acadm
ENSGACT00000021850.1	acadm
ENSGACT00000021855.1	acadm
ENSGACT00000021865.1	rabggtb
ENSGACT00000021868.1	st6galnac3
ENSGACT00000021870.1	st6galnac5a
ENSGACT00000021876.1	pigk
ENSGACT00000021882.1	ak5
ENSGACT00000021883.1	ak5
ENSGACT00000021888.1	ak5
ENSGACT00000021893.1	zzz3
ENSGACT00000021904.1	usp33
ENSGACT00000021907.1	miga1
ENSGACT00000021914.2	fubp1
ENSGACT00000029649.1	RF00422
ENSGACT00000021917.1	slc25a24l
ENSGACT00000021926.1	dnajb4
ENSGACT00000021933.1	gipc2
ENSGACT00000021939.1	txndc12
ENSGACT00000021947.1	BTF3L4 (1 of many)
ENSGACT00000021949.1	zfyve9a
ENSGACT00000021952.2	cc2d1b
ENSGACT00000021956.1	si:dkey-222f8.3
ENSGACT00000021959.1	pak1ip1
ENSGACT00000021974.1	mppe1
ENSGACT00000021977.1	mppe1
ENSGACT00000021992.1	PIEZO2
ENSGACT00000021996.1	PIEZO2
ENSGACT00000022004.1	napgb
ENSGACT00000022006.1	rab12
ENSGACT00000022007.1	rab12
ENSGACT00000022012.1	MTCL1
ENSGACT00000022016.1	acss2l
ENSGACT00000022021.1	ndufv2
ENSGACT00000022026.1	ankrd12
ENSGACT00000022029.1	ankrd12
ENSGACT00000022034.1	twsg1a
ENSGACT00000022038.1	ralbp1
ENSGACT00000022037.2	ralbp1
ENSGACT00000022041.1	RAB31
ENSGACT00000022045.1	RAB31
ENSGACT00000022050.1	vapal
ENSGACT00000022052.1	APCDD1
ENSGACT00000022053.1	APCDD1
ENSGACT00000022057.1	epb41l3b
ENSGACT00000022060.1	PTPRM
ENSGACT00000022073.1	rheb
ENSGACT00000022075.1	crygn1
ENSGACT00000022089.1	acvr2bb
ENSGACT00000022096.1	arhgap29b
ENSGACT00000022109.1	abca4b
ENSGACT00000022112.1	olfm3b
ENSGACT00000022128.1	col11a1b
ENSGACT00000022192.1	vav3b
ENSGACT00000022199.1	vav3b
ENSGACT00000022202.1	vav3b
ENSGACT00000022204.1	dcaf8
ENSGACT00000022209.1	ndc1
ENSGACT00000022211.1	ndc1
ENSGACT00000022218.1	yipf1
ENSGACT00000022222.1	lrrc42
ENSGACT00000022224.1	lrrc42
ENSGACT00000022233.1	tmem59
ENSGACT00000022240.1	tmem59
ENSGACT00000022244.1	tceanc2
ENSGACT00000022246.1	cdcp2
ENSGACT00000022250.1	ptprfb
ENSGACT00000022253.1	NRTN
ENSGACT00000022263.1	ranbp3b
ENSGACT00000022271.1	ranbp3b
ENSGACT00000022272.1	ranbp3b
ENSGACT00000022275.1	ranbp3b
ENSGACT00000022281.1	im:7138239
ENSGACT00000022286.1	admp
ENSGACT00000022292.1	cib3
ENSGACT00000022312.1	rab8a
ENSGACT00000022340.1	TPM4
ENSGACT00000022346.1	ap1m1
ENSGACT00000022349.1	ap1m1
ENSGACT00000022354.1	klf2b
ENSGACT00000022367.1	calr3b
ENSGACT00000022368.1	rx2
ENSGACT00000022372.1	atcayb
ENSGACT00000022376.1	atcayb
ENSGACT00000022380.1	atcayb
ENSGACT00000022383.1	loxl5b
ENSGACT00000022385.1	loxl5b
ENSGACT00000028958.1	mir24-4 (1 of many)
ENSGACT00000022395.1	myo9b
ENSGACT00000022406.1	hiat1a
ENSGACT00000022413.1	insra
ENSGACT00000022417.1	arhgef18a
ENSGACT00000022421.1	sppl2
ENSGACT00000022427.1	dapk3
ENSGACT00000022454.1	prkci
ENSGACT00000022459.1	skila
ENSGACT00000022460.1	gpr160
ENSGACT00000022467.1	nadkb
ENSGACT00000022472.1	nadkb
ENSGACT00000022475.2	sec62
ENSGACT00000022478.1	samd7
ENSGACT00000022480.1	samd7
ENSGACT00000022488.1	apoda.2 (1 of many)
ENSGACT00000022496.1	apoda.2 (1 of many)
ENSGACT00000022501.1	apoda.1
ENSGACT00000022510.1	lrrcc1
ENSGACT00000022514.1	e2f5
ENSGACT00000022518.1	ackr4a
ENSGACT00000022520.1	si:ch211-106h4.9
ENSGACT00000022524.1	si:ch211-106h4.6
ENSGACT00000022556.1	mrc1b
ENSGACT00000022563.1	cacnb2b
ENSGACT00000022564.1	si:dkey-32m20.1
ENSGACT00000022571.1	stam
ENSGACT00000022584.1	clul1
ENSGACT00000022588.1	clul1
ENSGACT00000022603.1	yes1
ENSGACT00000022608.1	adcyap1b
ENSGACT00000022609.1	adcyap1b
ENSGACT00000022610.1	emilin2a
ENSGACT00000022615.1	lpin2
ENSGACT00000022619.1	lpin2
ENSGACT00000022630.1	myom1a
ENSGACT00000022631.1	myom1a
ENSGACT00000022640.1	bag1
ENSGACT00000022645.1	chmp5a
ENSGACT00000022650.1	oprk1
ENSGACT00000022675.1	atp6v1h
ENSGACT00000022678.1	atp6v1h
ENSGACT00000022680.1	rgs20
ENSGACT00000022685.1	tcea1
ENSGACT00000022692.1	tcea1
ENSGACT00000022693.1	rp1
ENSGACT00000022721.1	viml
ENSGACT00000022727.1	neurod6b
ENSGACT00000022730.1	xcr1b.1
ENSGACT00000022735.1	fyco1b
ENSGACT00000022739.1	adcyap1r1a
ENSGACT00000022741.1	adcyap1r1a
ENSGACT00000022744.1	ghrhra
ENSGACT00000022748.1	eef1da
ENSGACT00000022753.1	ftr67
ENSGACT00000022760.1	si:ch73-52e5.2
ENSGACT00000022761.1	them6
ENSGACT00000022773.1	zgc:113531
ENSGACT00000022775.1	b4galt2
ENSGACT00000022779.1	atp6v0b
ENSGACT00000022781.1	atp6v0b
ENSGACT00000022782.1	atp6v0b
ENSGACT00000028055.1	MIR27A
ENSGACT00000022792.1	ift22
ENSGACT00000022795.1	ift22
ENSGACT00000022814.1	bcl10
ENSGACT00000022831.1	mcoln3a
ENSGACT00000022841.1	ssx2ipa
ENSGACT00000022842.1	gng5
ENSGACT00000022844.1	fuz
ENSGACT00000022846.1	fuz
ENSGACT00000022852.1	gpt2l
ENSGACT00000022853.1	gpt2l
ENSGACT00000022858.1	gpt2l
ENSGACT00000022861.1	c1ql3b
ENSGACT00000022866.1	pter (1 of many)
ENSGACT00000022870.1	pter (1 of many)
ENSGACT00000022873.1	mmp16b
ENSGACT00000022880.1	egfra
ENSGACT00000022883.1	npc1
ENSGACT00000022886.2	cables1
ENSGACT00000022899.1	gata6
ENSGACT00000022905.1	mib1
ENSGACT00000028097.1	MIR133A1
ENSGACT00000022915.1	abhd3
ENSGACT00000022921.1	greb1l
ENSGACT00000022922.1	greb1l
ENSGACT00000022936.1	rock1
ENSGACT00000022956.1	usp14
ENSGACT00000022962.1	usp14
ENSGACT00000022971.1	usp14
ENSGACT00000022976.1	usp14
ENSGACT00000022978.1	usp14
ENSGACT00000022988.1	thoc1
ENSGACT00000022990.1	thoc1
ENSGACT00000023002.1	thoc1
ENSGACT00000023008.1	thoc1
ENSGACT00000023023.1	aqp1a.1
ENSGACT00000023026.1	CRHR2
ENSGACT00000023035.1	myl13
ENSGACT00000023041.1	pth1ra
ENSGACT00000023050.1	HIGD1A
ENSGACT00000023051.1	HIGD1A
ENSGACT00000023054.1	cyp8b2
ENSGACT00000023055.2	cx47.1
ENSGACT00000023058.1	ndufa12
ENSGACT00000023060.1	ndufa12
ENSGACT00000023063.1	iba57
ENSGACT00000023066.1	iba57
ENSGACT00000023068.1	jmjd4
ENSGACT00000023072.1	snap47
ENSGACT00000023074.1	wnt9a
ENSGACT00000023079.1	wnt3a
ENSGACT00000023092.1	zgc:63882
ENSGACT00000023096.1	guk1a
ENSGACT00000023099.1	guk1a
ENSGACT00000023101.1	guk1a
ENSGACT00000023128.1	OBSCN
ENSGACT00000023124.2	OBSCN
ENSGACT00000023137.1	WDR37 (1 of many)
ENSGACT00000023186.1	gtpbp4
ENSGACT00000023190.1	gtpbp4
ENSGACT00000023193.1	gtpbp4
ENSGACT00000023209.1	gtpbp4
ENSGACT00000023213.1	LARP4B
ENSGACT00000023222.1	DIP2C
ENSGACT00000023225.2	zmynd11
ENSGACT00000023232.1	VIPR2
ENSGACT00000023237.1	esyt2a
ENSGACT00000023241.1	esyt2a
ENSGACT00000023250.1	LACTB2
ENSGACT00000023265.1	pfkpb
ENSGACT00000023269.1	pfkpb
ENSGACT00000023279.1	pitrm1
ENSGACT00000023282.1	KLF6 (1 of many)
ENSGACT00000023325.1	kif5ba
ENSGACT00000023359.1	pold3
ENSGACT00000023367.1	zeb1a
ENSGACT00000023386.1	SVIL
ENSGACT00000023389.1	kcnj9
ENSGACT00000023395.1	eif3f
ENSGACT00000023397.1	pih1d3
ENSGACT00000023402.1	pip4p1a
ENSGACT00000023406.2	lig1
ENSGACT00000023408.1	mpz
ENSGACT00000023416.1	atp1a2a
ENSGACT00000023419.1	sdhc
ENSGACT00000023432.1	kirrel1b (1 of many)
ENSGACT00000023465.1	tesk2
ENSGACT00000023471.1	nectin4b
ENSGACT00000023475.1	VANGL2 (1 of many)
ENSGACT00000023480.1	VANGL2 (1 of many)
ENSGACT00000023496.1	NCSTN
ENSGACT00000023509.1	copa
ENSGACT00000023512.1	copa
ENSGACT00000023522.1	pex19
ENSGACT00000023524.1	pex19
ENSGACT00000023526.1	pex19
ENSGACT00000023538.1	si:rp71-1g18.13
ENSGACT00000023541.1	apol1
ENSGACT00000023558.1	zgc:66427
ENSGACT00000023562.1	parp2
ENSGACT00000023579.1	mettl17
ENSGACT00000023580.1	sdr39u1
ENSGACT00000029540.1	RF01168
ENSGACT00000023590.1	si:dkeyp-66d1.7
ENSGACT00000023593.1	wrnip1
ENSGACT00000023598.1	wrnip1
ENSGACT00000023600.1	wrnip1
ENSGACT00000023607.2	dhx30
ENSGACT00000023611.1	sharpin
ENSGACT00000023614.1	gpaa1
ENSGACT00000023620.1	exosc4
ENSGACT00000023625.1	prkacbb
ENSGACT00000023631.1	si:ch1073-186i23.1
ENSGACT00000023633.1	EFCAB14
ENSGACT00000023634.2	ZNF830
ENSGACT00000023671.1	rpe65a
ENSGACT00000023680.1	rpe65a
ENSGACT00000023697.1	cacna1eb
ENSGACT00000023703.1	klhl14
ENSGACT00000023709.1	dtna
ENSGACT00000023716.1	mapre2
ENSGACT00000023720.1	mapre2
ENSGACT00000023725.1	SPIDR
ENSGACT00000023728.1	cebpd
ENSGACT00000023730.1	mcm4
ENSGACT00000023737.1	ube2v2
ENSGACT00000023739.1	snai2
ENSGACT00000023746.1	sntg1
ENSGACT00000023748.1	sntg1
ENSGACT00000023750.1	pcmtd1
ENSGACT00000023752.2	pcmtd1
ENSGACT00000023757.1	ST18
ENSGACT00000023761.2	rb1cc1
ENSGACT00000023762.1	AGAP3 (1 of many)
ENSGACT00000023765.1	AGAP3 (1 of many)
ENSGACT00000023767.1	gbx1
ENSGACT00000023768.1	asb10
ENSGACT00000023771.1	asb10
ENSGACT00000023773.1	zgc:92591
ENSGACT00000023794.1	cdk5
ENSGACT00000023802.1	abcb8
ENSGACT00000023805.1	atg9b
ENSGACT00000023807.1	stard3nl
ENSGACT00000023809.1	epdr1
ENSGACT00000023812.1	nol7
ENSGACT00000023818.1	ranbp9
ENSGACT00000023822.1	rnf182
ENSGACT00000023826.1	retreg1
ENSGACT00000023836.2	znf622
ENSGACT00000005671.1	gps1
ENSGACT00000005707.1	pdxdc1
ENSGACT00000005747.1	gspt1l
ENSGACT00000005752.1	gspt1l
ENSGACT00000005755.1	gspt1l
ENSGACT00000005765.1	gspt1l
ENSGACT00000005804.1	rrn3
ENSGACT00000005811.1	rrn3
ENSGACT00000005813.1	rrn3
ENSGACT00000005824.1	si:dkeyp-72e1.9
ENSGACT00000005839.1	ppl
ENSGACT00000005867.1	glyr1
ENSGACT00000005878.1	glyr1
ENSGACT00000005927.1	rogdi
ENSGACT00000005944.1	cog1
ENSGACT00000005979.1	rgs9a
ENSGACT00000006017.1	GNA13
ENSGACT00000006037.1	SLC16A6
ENSGACT00000006071.1	wipi1
ENSGACT00000006085.1	wipi1
ENSGACT00000006091.1	wipi1
ENSGACT00000006117.1	zgc:86896
ENSGACT00000006120.1	zgc:86896
ENSGACT00000006126.1	zgc:86896
ENSGACT00000006189.1	prkar1aa
ENSGACT00000006217.1	mettl22
ENSGACT00000006238.1	abat
ENSGACT00000006245.1	abat
ENSGACT00000006320.1	rcn3
ENSGACT00000006335.1	nosip
ENSGACT00000006344.1	nosip
ENSGACT00000027998.1	MIR150
ENSGACT00000006372.1	tspan4b
ENSGACT00000006384.1	tspan4b
ENSGACT00000006401.1	prr12b
ENSGACT00000006409.1	prrg2
ENSGACT00000006418.1	rras
ENSGACT00000006423.1	rras
ENSGACT00000006425.1	si:ch211-195b15.8
ENSGACT00000006476.1	ap2a1
ENSGACT00000006507.1	prmt1
ENSGACT00000006525.1	prmt1
ENSGACT00000006546.1	prmt1
ENSGACT00000006571.1	hao1
ENSGACT00000006575.1	hao1
ENSGACT00000006613.1	smg1
ENSGACT00000006625.1	gadd45gip1
ENSGACT00000006688.1	zgc:158403
ENSGACT00000006708.1	rpain
ENSGACT00000006713.1	rpain
ENSGACT00000006721.1	rpain
ENSGACT00000006768.1	PSMD11
ENSGACT00000006779.1	dlx4a
ENSGACT00000006784.1	nags
ENSGACT00000006795.1	b4galnt2.2
ENSGACT00000006920.1	col1a1a
ENSGACT00000006930.1	col1a1a
ENSGACT00000006937.1	col1a1a
ENSGACT00000006953.1	si:ch211-237i5.4
ENSGACT00000006959.1	pex12
ENSGACT00000006971.1	hdac5
ENSGACT00000006983.1	cyb561
ENSGACT00000007008.1	tanc2a
ENSGACT00000007038.1	rarab
ENSGACT00000007055.1	igf2bp1
ENSGACT00000007065.1	rab11fip4a
ENSGACT00000007068.1	rab11fip4a
ENSGACT00000007091.1	coil
ENSGACT00000007082.2	coil
ENSGACT00000007107.1	scpep1
ENSGACT00000007115.1	scpep1
ENSGACT00000007129.1	scpep1
ENSGACT00000007138.1	engase
